SKU,型号P/N,类别,一级分类,分类路径,商品标题,单价USD,销量原文,销量(数值),评论数,标签(热门/新品),库存状态,可选配置,特性标签,主图URL,商品页URL,抓取日期,来源分类页
240831,S5850C-24XMG2C,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5850C-24XMG2C, 24 x 10Gb RJ45, 2 x 100Gb QSFP28, L3 Managed AV over IP Switch",2369.0,229 Sold,229,,,,,L3 AVoIP | BGP OSPF | 10G RJ45 Multi. | MLAG,https://resource.fs.com/mall/mainImg/20241016100114lk9xaj.jpg,https://www.fs.com/products/240831.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
223001,S3410-48TS (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S3410-48TS, 48 x 1Gb RJ45, 4 x 10Gb SFP+, PicOS®, L2+ Managed Switch",1089.0,225 Sold,225,1,Hot,,,BCM56150 | L2+ | OSPF | 1G RJ45,https://resource.fs.com/mall/mainImg/20240829153448azil3t.jpg,https://www.fs.com/products/223001.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
201299,IES5120-28TS,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES5120-28TS, 16 x 1Gb RJ45, 8 x 1Gb Combo, 4 x 1/10Gb SFP+, L2+ Managed Industrial Switch",886.0,223 Sold,223,,,,,Marvell | L2+ | IP40 | PROFINET | MRP,https://resource.fs.com/mall/mainImg/800x800/202508191701155ywsw8.jpg,https://www.fs.com/products/201299.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
201293,TSN3220-10S,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"TSN3220-10S, 8 x 1Gb RJ45, 2 x 1/10Gb SFP+, L2 Managed Industrial Switch",509.0,219 Sold,219,,,,,Marvell | L2 | IP41 | TSN | ERPS,https://resource.fs.com/mall/mainImg/20240307142622u2mmmf.jpg,https://www.fs.com/products/201293.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
346095,S5460C-14C,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5460C-14C, 14 x 100Gb QSFP28, 4 x 25G SFP28, L3 Managed AV over IP Switch",3399.0,218 Sold,218,,,,,L3 AVoIP | BGP OSPF | 100G QSFP28 | MLAG,https://resource.fs.com/mall/mainImg/800x800/20250903140351dgmpji.jpg,https://www.fs.com/products/346095.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
161349,IES5100-24FS,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES5100-24FS, 16 x 1Gb SFP, 8 x 1Gb Combo, 4 x 10Gb SFP+, L2+ Managed Industrial Switch",1149.0,215 Sold,215,1,,,,Realtek | L2+ | IP40 | Stacking | ERPS,https://resource.fs.com/mall/mainImg/800x800/202508201012338eb23p.jpg,https://www.fs.com/products/161349.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
178834,S5850-24XMG-U,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5850-24XMG-U, 24 x 10Gb RJ45, 2 x 100Gb QSFP28, L3 Managed PoE++ Switch",3859.0,200 Sold,200,6,,,,L3 PoE++ | BGP OSPF | 10G RJ45 Multi. | MLAG | MPLS | MACsec,https://resource.fs.com/mall/mainImg/2022100717555413lyie.jpg,https://www.fs.com/products/178834.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
240827,S5850C-24S2C,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5850C-24S2C, 24 x 10Gb SFP+, 2 x 100Gb QSFP28, L3 Managed AV over IP Switch",2039.0,191 Sold,191,,,,,L3 AVoIP | BGP OSPF | 10G SFP+ | MLAG | MACsec,https://resource.fs.com/mall/mainImg/2024101609561170u4yl.jpg,https://www.fs.com/products/240827.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
166609,S3270-24TM,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S3270-24TM, 24 x 1Gb RJ45, 4 x 1/2.5Gb SFP, L2+ Managed Switch",299.0,189 Sold,189,4,,,,BCM53547 | L2+ | OSPF | 1G RJ45 | Fanless | Airware Cloud,https://resource.fs.com/mall/mainImg/800x800/20251121165503ajt6tj.jpg,https://www.fs.com/products/166609.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
149845,S3910-48TF,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S3910-48TF, 48 x 1Gb RJ45, 4 x 1Gb SFP, L2+ Managed Switch",519.0,185 Sold,185,1,,,,BCM56152 | L2+ | OSPF | 1G RJ45 | Stacking | Airware Cloud,https://resource.fs.com/mall/products/800x800/149845.main.jpeg,https://www.fs.com/products/149845.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
222981,S3410C-16TMS-P (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S3410C-16TMS-P, 16 x 1Gb RJ45, 2 x 5Gb RJ45, 2 x 10Gb SFP+, PicOS®, L2+ Managed PoE+ Switch",569.0,180 Sold,180,1,Hot,,,"BCM56150 | L2+ PoE+ | OSPF | 1G, 2.5G/5G RJ45",https://resource.fs.com/mall/mainImg/20240814113614ezyiy3.jpg,https://www.fs.com/products/222981.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
350237,S3260-24MU,交换机整机/线卡,Switches,Switches > SME Switches,"S3260-24MU, 24 x 2.5Gb RJ45, 6 x 10Gb SFP+, L2+ Managed PoE++ Switch",869.0,178 Sold,178,,,,,Realtek | 24 x PoE++ | 600W | Multi-Gig | OSPF | LACP,https://resource.fs.com/mall/mainImg/800x800/20251114142507rmebmr.jpg,https://www.fs.com/products/350237.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
162893,S5500-24TF6S,交换机整机/线卡,Switches,Switches > SME Switches,"S5500-24TF6S, 24 x 1Gb RJ45, 24 x 1Gb SFP, 6 x 10Gb SFP+, L3 Managed Switch",1649.0,178 Sold,178,5,,,,Realtek | 10G Uplink | Stacking | BGP | OSPF,https://resource.fs.com/mall/mainImg/202211031720521pw9ti.jpg,https://www.fs.com/products/162893.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
110485,NC8200-24BC,交换机整机/线卡,Switches,Switches > Data Center Switches,"NC8200-24BC, 24 x 25Gb SFP28, 2 x 100Gb QSFP28, Line Card for Chassis Switch NC8200-4TD",1899.0,176 Sold,176,28,,,,TD3-X7 | EVPN-VXLAN | Stacking | MLAG,https://resource.fs.com/mall/products/800x800/110485.main.jpg,https://www.fs.com/products/110485.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
207065,S5810-48TS (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5810-48TS, 48 x 1Gb RJ45, 4 x 10Gb SFP+, PicOS®, L3 Managed Switch",1579.0,171 Sold,171,5,Hot,,,BCM56340 | L3 | BGP OSPF | 1G RJ45,https://resource.fs.com/mall/mainImg/20220919163009imgnki.jpg,https://www.fs.com/products/207065.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
194711,MQM9790-NS2F,交换机整机/线卡,Switches,Switches > Data Center Switches,"MQM9790-NS2F, 64 x NDR 400G, 32 x 800G OSFP Ports, 800G InfiniBand Data Center Switch,",24300.0,167 Sold,167,3,Hot,,,Infiniband Network | Spine | Quantum™-2 | Unmanaged | VL2VL,https://resource.fs.com/mall/mainImg/20231212184914m3eok9.jpg,https://www.fs.com/products/194711.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
334607,S5440L-48M,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5440L-48M, 48 x 2.5G RJ45, 4 x 25Gb SFP28, 2 x 40Gb QSFP+, L3 Managed Switch",1379.0,164 Sold,164,,,,,L3 | EVPN-VXLAN | | 2.5G RJ45 Multi. | MLAG | MACsec,https://resource.fs.com/mall/mainImg/800x800/202508111012136nccvq.jpg,https://www.fs.com/products/334607.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
329673,S5440L-48P,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S5440L-48P, 48 x 1Gb RJ45, 6 x 25Gb SFP28, L3 Managed PoE+ Switch",1499.0,161 Sold,161,,,,,L3 PoE+ | VXLAN | BGP | 1G RJ45 | MLAG,https://resource.fs.com/mall/mainImg/800x800/20250924185925n8z9wq.jpg,https://www.fs.com/products/329673.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
166643,S3270-24TM-P,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S3270-24TM-P, 24 x 1Gb RJ45, 4 x 1/2.5Gb SFP, L2+ Managed PoE+ Switch",624.0,160 Sold,160,11,,,,BCM53547 | L2+ PoE+ | OSPF | 1G RJ45 | Airware Cloud,https://resource.fs.com/mall/mainImg/800x800/20251208110834r2ptjl.jpg,https://www.fs.com/products/166643.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
186777,S5860-24MG-U,交换机整机/线卡,Switches,Switches > PoE+ Switches,"S5860-24MG-U, 24 x 5Gb RJ45, 4 x 25Gb SFP28, L3 Managed PoE++ Switch",2539.0,160 Sold,160,3,,,,BCM56170 | 90W PoE++ | Multi-Gig | BGP | Stacking | Airware Cloud,https://resource.fs.com/mall/mainImg/20230614111506mxkd22.jpg,https://www.fs.com/products/186777.html,2026-09-02,https://www.fs.com/c/poe-switches-3150
110481,N8560-64C,交换机整机/线卡,Switches,Switches > Data Center Switches,"N8560-64C, 64 x 100Gb QSFP28, Data Center Switch",17749.0,158 Sold,158,11,Hot,,,TH2 | RoCEv2 | Stacking | MLAG,https://resource.fs.com/mall/mainImg/20250416164626piwumh.jpg,https://www.fs.com/products/110481.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
161348,IES5100-24TS-P,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES5100-24TS-P, 20 x 1Gb RJ45, 4 x 1Gb Combo, 8 x 1Gb SFP, 4 x 10Gb SFP+ L2+ Managed Industrial PoE++ Switch",2119.0,156 Sold,156,7,,,,720W | PTP | ERPS | Rack Mount | IP41,https://resource.fs.com/mall/mainImg/20221109122156gniiwl.jpg,https://www.fs.com/products/161348.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
184653,S5500-48T6S,交换机整机/线卡,Switches,Switches > SME Switches,"S5500-48T6S, 48 x 1Gb RJ45, 6 x 10Gb SFP+, L3 Managed Switch",1369.0,155 Sold,155,3,,,,Realtek | 10G Uplink | Stacking | BGP | OSPF,https://resource.fs.com/mall/mainImg/20241211095421xwkixp.jpg,https://www.fs.com/products/184653.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
222979,S3410C-8TMS-P (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S3410C-8TMS-P, 8 x 1Gb RJ45, 2 x 5Gb RJ45, 2 x 10Gb SFP+, PicOS®, L2+ Managed PoE+ Switch",469.0,153 Sold,153,2,Hot,,,"BCM56150 | L2+ PoE+ | OSPF | 1G, 2.5G/5G RJ45",https://resource.fs.com/mall/mainImg/20240814132311s0q7nd.jpg,https://www.fs.com/products/222979.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
206227,N8560-32C (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Data Center Switches,"N8560-32C, 32 x 100Gb QSFP28, PicOS®, Data Center Switch",7919.0,152 Sold,152,3,,,,TD3-X7 | EVPN-VXLAN | MLAG | EVPN Multihoming,https://resource.fs.com/mall/mainImg/20231226161654meo5mr.jpg,https://www.fs.com/products/206227.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
194446,S8550-16Q8C,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S8550-16Q8C, 16 x 40Gb QSFP+, 8 x 100Gb QSFP28, L3 Managed Switch",5250.0,151 Sold,151,,,,,L3 | EVPN-VXLAN | 40G OSFP+ | MLAG | MPLS | MACsec,https://resource.fs.com/mall/mainImg/20231102104214iclpxe.jpg,https://www.fs.com/products/194446.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
201297,IES5120-28TF,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES5120-28TF, 16 x 1Gb RJ45, 8 x 1Gb Combo, 4 x 1Gb SFP, L2+ Managed Industrial Switch",824.0,148 Sold,148,,,,,Marvell | L2+ | IP40 | PROFINET | MRP,https://resource.fs.com/mall/mainImg/800x800/20250819165706buo7q9.jpg,https://www.fs.com/products/201297.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
222977,S3410C-16TF-P (PicOS),交换机整机/线卡,Switches,Switches > PicOS® PoE+ Switches,"S3410C-16TF-P, 16 x 1Gb RJ45, 2 x 1Gb SFP+, PicOS®, L2+ Managed PoE+ Switch",449.0,148 Sold,148,,,,,BCM56150 | L2+ PoE+ | OSPF | 1G RJ45,https://resource.fs.com/mall/mainImg/20240906165714lp57c1.jpg,https://www.fs.com/products/222977.html,2026-09-02,https://www.fs.com/c/picos-poe-switches-5585
206805,S5860-48XMG-U (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5860-48XMG-U, 48 x 10Gb RJ45, 4 x 25Gb SFP28, 2 x 40Gb QSFP+, PicOS®, L3 Managed PoE++ Switch",6449.0,146 Sold,146,3,Hot,,,BCM56170 | L3 PoE++ | BGP OSPF | Perpetual PoE | 10G RJ45 Multi.,https://resource.fs.com/mall/mainImg/20230614120321kyvwfl.jpg,https://www.fs.com/products/206805.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
329357,S3240-8T,交换机整机/线卡,Switches,Switches > SME Switches,"S3240-8T, 8 x 1Gb RJ45, 4 x 10Gb SFP+, L2+ Managed Switch",289.0,136 Sold,136,,,,,Realtek | 10G Uplink | Compact | Fanless | Stacking,https://resource.fs.com/mall/mainImg/800x800/20250816115027talo6e.jpg,https://www.fs.com/products/329357.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
201303,IES5120-48T4S,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES5120-48T4S, 48 x 1Gb RJ45, 4 x 1/10Gb SFP+, L2+ Managed Industrial Switch",1169.0,130 Sold,130,,,,,Marvell | L2+ | IP40 | PROFINET | MRP,https://resource.fs.com/mall/mainImg/800x800/202508191655484a3v8f.jpg,https://www.fs.com/products/201303.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
329359,S3260-8MU,交换机整机/线卡,Switches,Switches > SME Switches,"S3260-8MU, 8 x 2.5Gb RJ45, 4 x 10Gb SFP+, L2+ Managed PoE++ Switch",479.0,118 Sold,118,,,,,Realtek | 8 x PoE++ | 240W | Multi-Gig | OSPF | LACP,https://resource.fs.com/mall/mainImg/800x800/202606231818321zeh1h.jpg,https://www.fs.com/products/329359.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
110482,NC8200-4TD,交换机整机/线卡,Switches,Switches > Data Center Switches,"NC8200-4TD, 4-Slot Data Center Chassis Switch Unloaded",9919.0,117 Sold,117,28,,,,TD3-X7 | EVPN-VXLAN | Stacking | MLAG,https://resource.fs.com/mall/mainImg/20250416155710j24paq.jpg,https://www.fs.com/products/110482.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
110483,NC8200-8C,交换机整机/线卡,Switches,Switches > Data Center Switches,"NC8200-8C, 8 x 100Gb QSFP28 Line Card for Chassis Switch NC8200-4TD",1649.0,117 Sold,117,28,,,,TD3-X7 | EVPN-VXLAN | Stacking | MLAG,https://resource.fs.com/mall/products/800x800/110483.main.jpg,https://www.fs.com/products/110483.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
329361,S3260-10S,交换机整机/线卡,Switches,Switches > SME Switches,"S3260-10S, 10 x 10Gb SFP+, 2 x 1Gb RJ45, L3 Managed Switch",919.0,113 Sold,113,,,,,Realtek | 10G Uplink | Stacking | VLAN | LACP,https://resource.fs.com/mall/mainImg/202506251011373ctqp8.jpg,https://www.fs.com/products/329361.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
201285,IES2100-5FE,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES2100-5FE, 5 x 10/100M RJ45, L2 Unmanaged Industrial Switch",129.0,112 Sold,112,,,,,Realtek | L2 | IP41 | Unmanaged,https://resource.fs.com/mall/mainImg/800x800/20250807121231ebwzr4.jpg,https://www.fs.com/products/201285.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
222999,S3410-24TS (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S3410-24TS, 24 x 1Gb RJ45, 4 x 10Gb SFP+, PicOS®, L2+ Managed Switch",799.0,105 Sold,105,1,,,,BCM56150 | L2+ | OSPF | 1G RJ45,https://resource.fs.com/mall/mainImg/20240829143428v9zl0d.jpg,https://www.fs.com/products/222999.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
176343,IES5110-20FMS,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES5110-20FMS, 10 x 1Gb SFP, 10 x 1/2.5Gb SFP, 4 x 1Gb Combo, 4 x 10Gb SFP+, L2+ Managed Industrial Switch",1019.0,97 Sold,97,1,,,,L2+ | IP30 | ERPS,https://resource.fs.com/mall/mainImg/20230825111559f45xct.jpg,https://www.fs.com/products/176343.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
207071,S5860-24XMG (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5860-24XMG, 24 x 10Gb RJ45, 4 x 10Gb SFP+, 4 x 25Gb SFP28, PicOS®, L3 Managed Switch",3489.0,84 Sold,84,2,Hot,,,BCM56170 | L3 | BGP OSPF | 10G RJ45 Multi.,https://resource.fs.com/mall/mainImg/2023080316435317ulu7.jpg,https://www.fs.com/products/207071.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
207061,S5810-28TS (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5810-28TS, 28 x 1Gb RJ45, 4 x 10Gb SFP+, PicOS®, L3 Managed Switch",1209.0,81 Sold,81,3,,,,BCM56342 | L3 | BGP OSPF | 1G RJ45,https://resource.fs.com/mall/1G-10G-Switches/800x800/20220525181802_185_149847.jpg,https://www.fs.com/products/207061.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
206653,S5870-48T6BC-U (PicOS),交换机整机/线卡,Switches,Switches > PicOS® PoE+ Switches,"S5870-48T6BC-U, 48 x 1Gb RJ45, 4 x 25Gb SFP28, 2 x 100Gb, PicOS®, L3 Managed PoE++ Switch",4059.0,78 Sold,78,2,Hot,,,TD3-X3 | L3 PoE++ | EVPN-VXLAN | Perpetual PoE | 1G RJ45,https://resource.fs.com/mall/mainImg/20231208165755wkn6uq.jpg,https://www.fs.com/products/206653.html,2026-09-02,https://www.fs.com/c/picos-poe-switches-5585
223011,S3410-24TS-P (PicOS),交换机整机/线卡,Switches,Switches > PicOS® PoE+ Switches,"S3410-24TS-P, 24 x 1Gb RJ45, 2 x 10Gb SFP+, 2 x 1G RJ45/SFP, PicOS®, L2+ Managed PoE+ Switch",1249.0,78 Sold,78,,,,,BCM56150 | L2+ PoE+ | OSPF | 1G RJ45,https://resource.fs.com/mall/products/800x800/108718.main.jpg,https://www.fs.com/products/223011.html,2026-09-02,https://www.fs.com/c/picos-poe-switches-5585
222975,S3410C-16TF (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S3410C-16TF, 16 x 1Gb RJ45, 2 x 1Gb SFP, PicOS®, L2+ Managed Switch",339.0,75 Sold,75,,,,,BCM56150 | L2+ | OSPF | 1G RJ45,https://resource.fs.com/mall/mainImg/20240906111304hznzuv.jpg,https://www.fs.com/products/222975.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
207073,S5860-48XMG (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5860-48XMG, 48 x 10Gb RJ45, 4 x 25Gb SFP28, 2 x 40Gb QSFP+, PicOS®, L3 Managed Switch",5749.0,73 Sold,73,2,,,,BCM56170 | L3 | BGP OSPF | 10G RJ45 Multi.,https://resource.fs.com/mall/mainImg/20230804151238j5zin9.jpg,https://www.fs.com/products/207073.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
206581,N5680-32D,交换机整机/线卡,Switches,Switches > PicOS® Data Center Switches,"N5680-32D, 32 x 400Gb QSFP-DD, PicOS®, Data Center Switch",19299.0,72 Sold,72,3,,,,TH3 | RoCEv2 | DLB | Spine/Leaf,https://resource.fs.com/mall/mainImg/800x800/202603301430523f3i6l.jpg,https://www.fs.com/products/206581.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
207993,N5570-48X6C,交换机整机/线卡,Switches,Switches > PicOS® Data Center Switches,"N5570-48X6C, 48 x 10Gb RJ45, 6 x 100Gb QSFP28, PicOS®, Data Center Switch",7349.0,70 Sold,70,5,,,,TD3-X5 | EVPN-VXLAN | MLAG | EVPN Multihoming,https://resource.fs.com/mall/mainImg/800x800/20260507145715fko6sj.jpg,https://www.fs.com/products/207993.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
207991,N5570-48S6C,交换机整机/线卡,Switches,Switches > PicOS® Data Center Switches,"N5570-48S6C, 48 x 10Gb SFP+, 6 x 100Gb QSFP28, PicOS®, Data Center Switch",4999.0,69 Sold,69,,,,,TD3-X5 | EVPN-VXLAN | MLAG | EVPN Multihoming,https://resource.fs.com/mall/mainImg/20250410115854rfpn4r.jpg,https://www.fs.com/products/207991.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
324605,IES5200W-8U2F2SD,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES5200W-8U2F2SD, 8 x 1Gb RJ45, 2 x 1/2.5Gb SFP, 2 x 10Gb SFP+, L3 Managed Industrial PoE++ Switch",1089.0,62 Sold,62,,,,,L3 PoE++ | IP30 | PTP | ERPS,https://resource.fs.com/mall/mainImg/800x800/202508281840089a7yco.jpg,https://www.fs.com/products/324605.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
206807,S5860-24MG-U (PicOS),交换机整机/线卡,Switches,Switches > PicOS® PoE+ Switches,"S5860-24MG-U, 24 x 5Gb RJ45, 4 x 25Gb SFP28, PicOS®, L3 Managed PoE++ Switch",2659.0,62 Sold,62,2,Hot,,,BCM56170 | L3 PoE++ | BGP OSPF | Perpetual PoE | 5G RJ45 Multi.,https://resource.fs.com/mall/mainImg/20230614111506mxkd22.jpg,https://www.fs.com/products/206807.html,2026-09-02,https://www.fs.com/c/picos-poe-switches-5585
166610,S3270-48TM,交换机整机/线卡,Switches,Switches > Enterprise Switches,"S3270-48TM, 48 x 1Gb RJ45, 4 x 1/2.5Gb SFP, L2+ Managed Switch",511.0,59 Sold,59,1,,,,BCM53547 | L2+ | OSPF | 1G RJ45 | Airware Cloud,https://resource.fs.com/mall/mainImg/20230413095349dshhl5.jpg,https://www.fs.com/products/166610.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
206237,S5870-48T6BC (PicOS),交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5870-48T6BC, 48 x 1Gb RJ45, 4 x 25Gb SFP28, 2 x 100Gb QSFP28, PicOS®, L3 Managed Switch",3619.0,58 Sold,58,4,,,,TD3-X3 | L3 | EVPN-VXLAN | 1G RJ45,https://resource.fs.com/mall/mainImg/20240104103655dizfjq.jpg,https://www.fs.com/products/206237.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
152270,T5850-24S2C,交换机整机/线卡,Switches,Switches > Data Center Switches,"T5850-24S2C, 24 x 10Gb SFP+, 2 x 100Gb QSFP28, Rack-level Visibility and Monitoring",6719.0,52 Sold,52,6,,,,HD 440G | 440 Gbps | 540Mpps | 660ns Latency,https://resource.fs.com/mall/products/800x800/152270.main.jpeg,https://www.fs.com/products/152270.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
194710,MQM9700-NS2F,交换机整机/线卡,Switches,Switches > Data Center Switches,"MQM9700-NS2F, 64 x NDR 400G, 32 x 800G OSFP Ports, 800G InfiniBand Data Center Switch,",38400.0,51 Sold,51,3,,,,Infiniband Network | Spine | Quantum™-2 | Managed | VL2VL,https://resource.fs.com/mall/mainImg/20231212184452d1eq1m.jpg,https://www.fs.com/products/194710.html,2026-09-02,https://www.fs.com/c/data-center-switches-3404
331201,S3240C-24P,交换机整机/线卡,Switches,Switches > SME Switches,"S3240C-24P, 24 x 1Gb RJ45, 4 x 10Gb SFP+, L2+ Managed PoE+ Switch",769.0,46 Sold,46,,,,,Realtek | 24 x PoE+ | 380W | Compact | OSPF | Voice VLAN,https://resource.fs.com/mall/mainImg/800x800/20250715113453khb70g.jpg,https://www.fs.com/products/331201.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
201305,IES5220-6S-3ES,交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"IES5220-6S-3ES, 6 x 1/10Gb SFP+, L3 Managed Industrial Modular Switch with 3-Slot",1699.0,46 Sold,46,,,,,Marvell | L3 | IP40 | PROFINET | MRP,https://resource.fs.com/mall/mainImg/20240207152347z66lb8.jpg,https://www.fs.com/products/201305.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
216303,IES5220-6S-3ES (Customized),交换机整机/线卡,Switches,Switches > Industrial Ethernet Switches,"Customized IES5220-6S-3ES, 6 x 1/10Gb SFP+, L3 Managed Industrial Modular Switch with 3-Slot",1699.0,46 Sold,46,,,,,Marvell | L3 | IP40 | PROFINET | MRP,https://resource.fs.com/mall/mainImg/20240207152347z66lb8.jpg,https://www.fs.com/products/216303.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
206655,S5870-48MX6BC-U (PicOS),交换机整机/线卡,Switches,Switches > PicOS® PoE+ Switches,"S5870-48MX6BC-U, 36 x 2.5Gb RJ45, 12 x 10Gb RJ45, 4 x 25Gb SFP28, 2 x 100Gb, PicOS®, L3 Managed PoE++ Switch",6069.0,46 Sold,46,1,,,,TD3-X3 | L3 PoE++ | EVPN-VXLAN | Perpetual PoE | 10G RJ45 Multi.,https://resource.fs.com/mall/mainImg/20241119164600bbeo48.jpg,https://www.fs.com/products/206655.html,2026-09-02,https://www.fs.com/c/picos-poe-switches-5585
383637,N5580-32CB,交换机整机/线卡,Switches,Switches > PicOS® Data Center Switches,"N5580-32CB, 32 x 100Gb QSFP28, PicOS®, Data Center Switch",7419.0,43 Sold,43,,,,,TD3-X7 | EVPN-VXLAN | MLAG | EVPN Multihoming,https://resource.fs.com/mall/mainImg/800x800/20260303164101bzillk.jpg,https://www.fs.com/products/383637.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
321549,N8510-24CD8D,交换机整机/线卡,Switches,Switches > PicOS® Data Center Switches,"N8510-24CD8D, 24 x 200Gb QSFP56, 8 x 400Gb QSFP-DD, PicOS®, Data Center Switch",12400.0,43 Sold,43,,,,,TD4-X9 | EVPN-VXLAN | MLAG | RoCEv2,https://resource.fs.com/mall/mainImg/800x800/20250723103656gi7sjb.jpg,https://www.fs.com/products/321549.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
338451,S5440-12S,交换机整机/线卡,Switches,Switches > PicOS® Enterprise Switches,"S5440-12S, 12 x 10Gb SFP+, 4 x 1Gb RJ45, PicOS®, L3 Managed Switch",1019.0,43 Sold,43,,,,,L3 | BGP OSPF | MLAG | 10G SFP+,https://resource.fs.com/mall/mainImg/800x800/20250822141944v507yn.jpg,https://www.fs.com/products/338451.html,2026-09-02,https://www.fs.com/c/picos-enterprise-switches-4223
